kode_prompt,video,varian,penilai,kategori_penilai,skor_clarity,skor_structure,skor_creativity,skor_completeness
L4_V11,Unsur-Unsur Cerpen,Teori,Guru2,Guru_Bahasa,8.75,8.25,7.25,8.25
L4_V11,Unsur-Unsur Cerpen,Teori,Guru3,Guru_Bahasa,8.25,8.75,6.75,7.75
L4_V11,Unsur-Unsur Cerpen,Teori,Guru4,Guru_Bahasa,8.00,8.50,7.00,8.00
L4_V11,Unsur-Unsur Cerpen,Teori,Guru5,Guru_Bahasa,8.50,8.00,6.50,7.50
L4_V11,Unsur-Unsur Cerpen,Teori,Guru6,Guru_Bahasa,8.75,8.25,7.25,8.25
L4_V11,Unsur-Unsur Cerpen,Teori,Guru7,Guru_Bahasa,8.25,8.75,6.75,7.75
L4_V11,Unsur-Unsur Cerpen,Teori,Guru8,Guru_Bahasa,8.00,8.50,7.00,8.00
L4_V11,Unsur-Unsur Cerpen,Teori,Guru9,Guru_Bahasa,8.50,8.00,6.50,7.50
L4_V11,Unsur-Unsur Cerpen,Teori,AI1,Ahli_AI,9.00,8.50,7.50,8.50
L4_V11,Unsur-Unsur Cerpen,Teori,AI2,Ahli_AI,8.75,8.75,7.75,8.75
L4_V11,Unsur-Unsur Cerpen,Teori,AI3,Ahli_AI,9.25,8.50,7.25,9.00
L4_V11,Unsur-Unsur Cerpen,Teori,AI4,Ahli_AI,8.50,8.75,7.50,8.50
L4_V11,Unsur-Unsur Cerpen,Teori,AI5,Ahli_AI,9.00,8.25,7.00,8.25
L4_V11,Unsur-Unsur Cerpen,Teori,AI6,Ahli_AI,8.75,8.50,7.75,8.75
L4_V11,Unsur-Unsur Cerpen,Teori,AI7,Ahli_AI,9.25,8.75,7.25,9.00
L4_V11,Unsur-Unsur Cerpen,Teori,AI8,Ahli_AI,8.50,8.50,7.50,8.50
L4_V11,Unsur-Unsur Cerpen,Teori,AI9,Ahli_AI,9.00,8.25,7.00,8.25
L4_V11,Unsur-Unsur Cerpen,Teori,AI10,Ahli_AI,8.75,8.75,7.75,8.75
L4_V11,Unsur-Unsur Cerpen,Teori,AI11,Ahli_AI,9.25,8.50,7.25,9.00
L4_V11,Unsur-Unsur Cerpen,Teori,AI12,Ahli_AI,8.50,8.75,7.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru1,Guru_Bahasa,8.50,8.00,8.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru2,Guru_Bahasa,8.75,8.25,8.75,8.75
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru3,Guru_Bahasa,8.25,7.75,8.25,8.25
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru4,Guru_Bahasa,8.00,8.00,8.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru5,Guru_Bahasa,8.50,7.50,8.00,8.00
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru6,Guru_Bahasa,8.75,8.25,8.75,8.75
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru7,Guru_Bahasa,8.25,7.75,8.25,8.25
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru8,Guru_Bahasa,8.00,8.00,8.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,Guru9,Guru_Bahasa,8.50,7.50,8.00,8.00
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
L4_V12,Unsur-Unsur Cerpen,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
L4_V13,Unsur-Unsur Cerpen,Visual,Guru1,Guru_Bahasa,7.50,7.50,9.00,8.00
L4_V13,Unsur-Unsur Cerpen,Visual,Guru2,Guru_Bahasa,7.75,7.25,8.75,8.25
L4_V13,Unsur-Unsur Cerpen,Visual,Guru3,Guru_Bahasa,7.25,7.75,9.25,7.75
L4_V13,Unsur-Unsur Cerpen,Visual,Guru4,Guru_Bahasa,7.00,7.50,9.00,8.00
L4_V13,Unsur-Unsur Cerpen,Visual,Guru5,Guru_Bahasa,7.50,7.00,8.50,7.50
L4_V13,Unsur-Unsur Cerpen,Visual,Guru6,Guru_Bahasa,7.75,7.25,8.75,8.25
L4_V13,Unsur-Unsur Cerpen,Visual,Guru7,Guru_Bahasa,7.25,7.75,9.25,7.75
L4_V13,Unsur-Unsur Cerpen,Visual,Guru8,Guru_Bahasa,7.00,7.50,9.00,8.00
L4_V13,Unsur-Unsur Cerpen,Visual,Guru9,Guru_Bahasa,7.50,7.00,8.50,7.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI1,Ahli_AI,8.00,7.50,9.50,8.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI2,Ahli_AI,7.75,7.75,9.25,8.75
L4_V13,Unsur-Unsur Cerpen,Visual,AI3,Ahli_AI,8.25,7.25,9.75,9.00
L4_V13,Unsur-Unsur Cerpen,Visual,AI4,Ahli_AI,7.50,7.75,9.25,8.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI5,Ahli_AI,8.00,7.00,9.00,8.00
L4_V13,Unsur-Unsur Cerpen,Visual,AI6,Ahli_AI,7.75,7.50,9.50,8.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI7,Ahli_AI,8.25,7.25,9.75,9.00
L4_V13,Unsur-Unsur Cerpen,Visual,AI8,Ahli_AI,7.50,7.50,9.25,8.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI9,Ahli_AI,8.00,7.00,9.00,8.00
L4_V13,Unsur-Unsur Cerpen,Visual,AI10,Ahli_AI,7.75,7.75,9.50,8.50
L4_V13,Unsur-Unsur Cerpen,Visual,AI11,Ahli_AI,8.25,7.25,9.75,9.00
L4_V13,Unsur-Unsur Cerpen,Visual,AI12,Ahli_AI,7.50,7.50,9.25,8.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru1,Guru_Bahasa,8.00,7.50,8.50,7.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru2,Guru_Bahasa,8.25,7.75,8.75,7.75
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru3,Guru_Bahasa,7.75,7.25,8.25,7.25
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru4,Guru_Bahasa,7.50,7.50,8.50,7.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru5,Guru_Bahasa,8.00,7.00,8.00,7.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru6,Guru_Bahasa,8.25,7.75,8.75,7.75
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru7,Guru_Bahasa,7.75,7.25,8.25,7.25
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru8,Guru_Bahasa,7.50,7.50,8.50,7.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,Guru9,Guru_Bahasa,8.00,7.00,8.00,7.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI1,Ahli_AI,8.50,7.50,9.00,8.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI2,Ahli_AI,8.25,7.75,8.75,8.25
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI3,Ahli_AI,8.75,7.25,9.25,8.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI4,Ahli_AI,8.00,7.75,8.75,8.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI5,Ahli_AI,8.50,7.00,8.50,7.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI6,Ahli_AI,8.25,7.50,9.00,8.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI7,Ahli_AI,8.75,7.25,9.25,8.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI8,Ahli_AI,8.00,7.50,8.75,8.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI9,Ahli_AI,8.50,7.00,8.50,7.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI10,Ahli_AI,8.25,7.75,9.00,8.00
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI11,Ahli_AI,8.75,7.25,9.25,8.50
L4_V14,Unsur-Unsur Cerpen,Interaktif,AI12,Ahli_AI,8.00,7.50,8.75,8.00
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru1,Guru_Bahasa,8.00,8.50,7.50,8.50
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru2,Guru_Bahasa,8.25,8.25,7.75,8.75
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru3,Guru_Bahasa,7.75,8.75,7.25,8.25
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru4,Guru_Bahasa,7.50,8.50,7.50,8.50
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru5,Guru_Bahasa,8.00,8.00,7.00,8.00
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru6,Guru_Bahasa,8.25,8.25,7.75,8.75
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru7,Guru_Bahasa,7.75,8.75,7.25,8.25
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru8,Guru_Bahasa,7.50,8.50,7.50,8.50
L4_V15,Unsur-Unsur Cerpen,Analitis,Guru9,Guru_Bahasa,8.00,8.00,7.00,8.00
L4_V15,Unsur-Unsur Cerpen,Analitis,AI1,Ahli_AI,8.50,9.00,8.00,9.00
L4_V15,Unsur-Unsur Cerpen,Analitis,AI2,Ahli_AI,8.25,8.75,8.25,8.75
L4_V15,Unsur-Unsur Cerpen,Analitis,AI3,Ahli_AI,8.75,9.25,7.75,9.25
L4_V15,Unsur-Unsur Cerpen,Analitis,AI4,Ahli_AI,8.00,8.75,8.00,8.75
L4_V15,Unsur-Unsur Cerpen,Analitis,AI5,Ahli_AI,8.50,8.50,7.50,8.50
L4_V15,Unsur-Unsur Cerpen,Analitis,AI6,Ahli_AI,8.25,9.00,8.25,9.00
L4_V15,Unsur-Unsur Cerpen,Analitis,AI7,Ahli_AI,8.75,9.25,7.75,9.25
L4_V15,Unsur-Unsur Cerpen,Analitis,AI8,Ahli_AI,8.00,8.75,8.00,8.75
L4_V15,Unsur-Unsur Cerpen,Analitis,AI9,Ahli_AI,8.50,8.50,7.50,8.50
L4_V15,Unsur-Unsur Cerpen,Analitis,AI10,Ahli_AI,8.25,9.00,8.25,9.00
L4_V15,Unsur-Unsur Cerpen,Analitis,AI11,Ahli_AI,8.75,9.25,7.75,9.25
L4_V15,Unsur-Unsur Cerpen,Analitis,AI12,Ahli_AI,8.00,8.75,8.00,8.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru1,Guru_Bahasa,8.50,8.50,7.00,8.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru2,Guru_Bahasa,8.75,8.25,7.25,8.25
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru3,Guru_Bahasa,8.25,8.75,6.75,7.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru4,Guru_Bahasa,8.00,8.50,7.00,8.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru5,Guru_Bahasa,8.50,8.00,6.50,7.50
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru6,Guru_Bahasa,8.75,8.25,7.25,8.25
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru7,Guru_Bahasa,8.25,8.75,6.75,7.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru8,Guru_Bahasa,8.00,8.50,7.00,8.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,Guru9,Guru_Bahasa,8.50,8.00,6.50,7.50
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI1,Ahli_AI,9.00,8.50,7.50,8.50
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI2,Ahli_AI,8.75,8.75,7.75,8.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI3,Ahli_AI,9.25,8.50,7.25,9.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI4,Ahli_AI,8.50,8.75,7.50,8.50
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI5,Ahli_AI,9.00,8.25,7.00,8.25
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI6,Ahli_AI,8.75,8.50,7.75,8.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI7,Ahli_AI,9.25,8.75,7.25,9.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI8,Ahli_AI,8.50,8.50,7.50,8.50
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI9,Ahli_AI,9.00,8.25,7.00,8.25
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI10,Ahli_AI,8.75,8.75,7.75,8.75
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI11,Ahli_AI,9.25,8.50,7.25,9.00
L4_V16,Kaidah Kebahasaan Cerpen,Teori,AI12,Ahli_AI,8.50,8.75,7.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru1,Guru_Bahasa,8.50,8.00,8.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru2,Guru_Bahasa,8.75,8.25,8.75,8.75
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru3,Guru_Bahasa,8.25,7.75,8.25,8.25
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru4,Guru_Bahasa,8.00,8.00,8.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru5,Guru_Bahasa,8.50,7.50,8.00,8.00
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru6,Guru_Bahasa,8.75,8.25,8.75,8.75
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru7,Guru_Bahasa,8.25,7.75,8.25,8.25
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru8,Guru_Bahasa,8.00,8.00,8.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,Guru9,Guru_Bahasa,8.50,7.50,8.00,8.00
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
L4_V17,Kaidah Kebahasaan Cerpen,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru1,Guru_Bahasa,7.50,7.50,9.00,8.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru2,Guru_Bahasa,7.75,7.25,8.75,8.25
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru3,Guru_Bahasa,7.25,7.75,9.25,7.75
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru4,Guru_Bahasa,7.00,7.50,9.00,8.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru5,Guru_Bahasa,7.50,7.00,8.50,7.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru6,Guru_Bahasa,7.75,7.25,8.75,8.25
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru7,Guru_Bahasa,7.25,7.75,9.25,7.75
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru8,Guru_Bahasa,7.00,7.50,9.00,8.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,Guru9,Guru_Bahasa,7.50,7.00,8.50,7.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI1,Ahli_AI,8.00,7.50,9.50,8.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI2,Ahli_AI,7.75,7.75,9.25,8.75
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI3,Ahli_AI,8.25,7.25,9.75,9.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI4,Ahli_AI,7.50,7.75,9.25,8.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI5,Ahli_AI,8.00,7.00,9.00,8.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI6,Ahli_AI,7.75,7.50,9.50,8.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI7,Ahli_AI,8.25,7.25,9.75,9.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI8,Ahli_AI,7.50,7.50,9.25,8.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI9,Ahli_AI,8.00,7.00,9.00,8.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI10,Ahli_AI,7.75,7.75,9.50,8.50
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI11,Ahli_AI,8.25,7.25,9.75,9.00
L4_V18,Kaidah Kebahasaan Cerpen,Visual,AI12,Ahli_AI,7.50,7.50,9.25,8.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru1,Guru_Bahasa,7.50,7.00,8.00,7.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru2,Guru_Bahasa,7.75,7.25,8.25,7.25
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru3,Guru_Bahasa,7.25,6.75,7.75,6.75
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru4,Guru_Bahasa,7.00,7.00,8.00,7.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru5,Guru_Bahasa,7.50,6.50,7.50,6.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru6,Guru_Bahasa,7.75,7.25,8.25,7.25
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru7,Guru_Bahasa,7.25,6.75,7.75,6.75
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru8,Guru_Bahasa,7.00,7.00,8.00,7.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,Guru9,Guru_Bahasa,7.50,6.50,7.50,6.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
L4_V19,Kaidah Kebahasaan Cerpen,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru1,Guru_Bahasa,8.00,8.50,7.50,8.50
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru2,Guru_Bahasa,8.25,8.25,7.75,8.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru3,Guru_Bahasa,7.75,8.75,7.25,8.25
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru4,Guru_Bahasa,7.50,8.50,7.50,8.50
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru5,Guru_Bahasa,8.00,8.00,7.00,8.00
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru6,Guru_Bahasa,8.25,8.25,7.75,8.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru7,Guru_Bahasa,7.75,8.75,7.25,8.25
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru8,Guru_Bahasa,7.50,8.50,7.50,8.50
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,Guru9,Guru_Bahasa,8.00,8.00,7.00,8.00
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI1,Ahli_AI,8.50,9.00,8.00,9.00
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI2,Ahli_AI,8.25,8.75,8.25,8.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI3,Ahli_AI,8.75,9.25,7.75,9.25
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI4,Ahli_AI,8.00,8.75,8.00,8.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI5,Ahli_AI,8.50,8.50,7.50,8.50
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI6,Ahli_AI,8.25,9.00,8.25,9.00
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI7,Ahli_AI,8.75,9.25,7.75,9.25
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI8,Ahli_AI,8.00,8.75,8.00,8.75
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI9,Ahli_AI,8.50,8.50,7.50,8.50
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI10,Ahli_AI,8.25,9.00,8.25,9.00
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI11,Ahli_AI,8.75,9.25,7.75,9.25
L4_V20,Kaidah Kebahasaan Cerpen,Analitis,AI12,Ahli_AI,8.00,8.75,8.00,8.75
L5_V1,Pengenalan Teks Prosedur,Teori,Guru1,Guru_Bahasa,7.50,8.00,6.50,7.00
L5_V1,Pengenalan Teks Prosedur,Teori,Guru2,Guru_Bahasa,7.75,7.75,6.75,7.25
L5_V1,Pengenalan Teks Prosedur,Teori,Guru3,Guru_Bahasa,7.25,8.25,6.25,6.75
L5_V1,Pengenalan Teks Prosedur,Teori,Guru4,Guru_Bahasa,7.00,8.00,6.50,7.00
L5_V1,Pengenalan Teks Prosedur,Teori,Guru5,Guru_Bahasa,7.50,7.50,6.00,6.50
L5_V1,Pengenalan Teks Prosedur,Teori,Guru6,Guru_Bahasa,7.75,7.75,6.75,7.25
L5_V1,Pengenalan Teks Prosedur,Teori,Guru7,Guru_Bahasa,7.25,8.25,6.25,6.75
L5_V1,Pengenalan Teks Prosedur,Teori,Guru8,Guru_Bahasa,7.00,8.00,6.50,7.00
L5_V1,Pengenalan Teks Prosedur,Teori,Guru9,Guru_Bahasa,7.50,7.50,6.00,6.50
L5_V1,Pengenalan Teks Prosedur,Teori,AI1,Ahli_AI,8.00,8.50,7.00,7.50
L5_V1,Pengenalan Teks Prosedur,Teori,AI2,Ahli_AI,7.75,8.25,7.25,7.75
L5_V1,Pengenalan Teks Prosedur,Teori,AI3,Ahli_AI,8.25,8.75,6.75,8.00
L5_V1,Pengenalan Teks Prosedur,Teori,AI4,Ahli_AI,7.50,8.25,7.00,7.50
L5_V1,Pengenalan Teks Prosedur,Teori,AI5,Ahli_AI,8.00,8.00,6.50,7.25
L5_V1,Pengenalan Teks Prosedur,Teori,AI6,Ahli_AI,7.75,8.50,7.25,7.75
L5_V1,Pengenalan Teks Prosedur,Teori,AI7,Ahli_AI,8.25,8.75,6.75,8.00
L5_V1,Pengenalan Teks Prosedur,Teori,AI8,Ahli_AI,7.50,8.25,7.00,7.50
L5_V1,Pengenalan Teks Prosedur,Teori,AI9,Ahli_AI,8.00,8.00,6.50,7.25
L5_V1,Pengenalan Teks Prosedur,Teori,AI10,Ahli_AI,7.75,8.50,7.25,7.75
L5_V1,Pengenalan Teks Prosedur,Teori,AI11,Ahli_AI,8.25,8.75,6.75,8.00
L5_V1,Pengenalan Teks Prosedur,Teori,AI12,Ahli_AI,7.50,8.25,7.00,7.50
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru1,Guru_Bahasa,8.50,8.00,8.50,8.00
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru2,Guru_Bahasa,8.75,8.25,8.75,8.25
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru3,Guru_Bahasa,8.25,7.75,8.25,7.75
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru4,Guru_Bahasa,8.00,8.00,8.50,8.00
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru5,Guru_Bahasa,8.50,7.50,8.00,7.50
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru6,Guru_Bahasa,8.75,8.25,8.75,8.25
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru7,Guru_Bahasa,8.25,7.75,8.25,7.75
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru8,Guru_Bahasa,8.00,8.00,8.50,8.00
L5_V2,Pengenalan Teks Prosedur,Aplikasi,Guru9,Guru_Bahasa,8.50,7.50,8.00,7.50
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,8.50
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.00
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.50
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.00
L5_V2,Pengenalan Teks Prosedur,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,8.75
